"PID","Q26_First.Click","Q26_Last.Click","Q26_Page.Submit","Q26_Click.Count","Q28_First.Click","Q28_Last.Click","Q28_Page.Submit","Q28_Click.Count","attCheck1","attCheck2","BZSH_1","BZSH_2","BZSH_3","BZSH_4","BZSH_5","BZSH_6","BZSH_7","spend_1","spend_2","spend_3","spend_4","spend_5","PANAS_1","PANAS_2","PANAS_3","PANAS_4","PANAS_5","PANAS_6","PANAS_7","PANAS_8","PANAS_9","PANAS_10","PANAS_11","PANAS_12","PANAS_13","PANAS_14","PANAS_15","PANAS_16","PANAS_17","PANAS_18","PANAS_19","PANAS_20","PANAS_21","ideo_general","ideo_social","ideo_economic","dob","gender","gender_3_TEXT","race","race_5_TEXT","edu","income","reason_charity","reason_keep","feedback","condition","age","passCheck1","passCheck2","BZSH_5R","BZSH_6R","BZSH","PANASpos","PANASneg","ideo","totalDonation","donated"
541,0,0,400.082,0,NA,NA,NA,NA,2,2,5,5,4,6,5,5,5,23,29,27,21,0,2,4,1,3,2,1,2,2,1,1,4,3,1,1,4,4,3,2,2,2,1,4,4,4,1993,"woman","","white","",2,3,"If it can help in some small way, that's all that matters to me.","","",1,28,1,1,3,3,4.42857142857143,1.90909090909091,2.5,4,100,1
542,0.783,41.605,135.971,10,NA,NA,NA,NA,2,2,3,2,4,4,4,6,4,0,0,0,0,100,4,2,1,2,1,3,1,2,1,1,3,4,2,1,2,4,4,4,3,1,1,1,1,1,1982,"woman","","white","",5,9,"","I don’t donate ","",1,39,1,1,4,2,3.28571428571429,2.27272727272727,2.2,1,0,0
543,NA,NA,NA,NA,0,0,201.02,0,3,1,3,4,3,5,5,5,3,0,0,0,0,100,3,1,3,1,3,1,1,1,4,2,1,2,2,4,1,4,4,2,4,1,4,2,2,5,2002,"man","","white","",2,13,"","In much need of it right now ","",2,19,1,1,3,3,3.42857142857143,3.36363636363636,1.2,3,0,0
544,NA,NA,NA,NA,0,0,145.349,0,3,1,1,1,1,3,7,6,2,50,25,0,25,0,3,1,2,1,2,1,1,1,2,3,1,1,1,2,1,2,4,1,2,1,3,3,2,3,1984,"woman","","white","",4,9,"For me, $1 is not a big deal, so it was easy to decide to give it up.","","",2,37,1,1,1,2,1.57142857142857,2.36363636363636,1,2.66666666666667,100,1
545,101.464,101.464,107.18,1,NA,NA,NA,NA,2,1,2,3,2,4,5,5,5,5,20,20,5,50,3,3,2,2,2,2,2,2,2,2,3,3,2,2,4,3,3,3,2,2,2,3,1,4,2000,"woman","","asian","",3,1,"Had the aility to help a bit, so I should.","","",1,21,1,0,3,3,3.14285714285714,2.36363636363636,2.5,2.66666666666667,50,1
546,5.708,102.445,112.246,8,NA,NA,NA,NA,2,2,5,5,3,6,4,4,5,0,0,0,0,100,5,2,2,1,2,3,2,1,3,2,1,4,2,4,2,3,5,1,2,1,3,1,1,1,1989,"woman","","white","",3,5,"","I was more inclined to help myself after reading the article.","N/A",1,32,1,1,4,4,4.57142857142857,3.18181818181818,1.6,1,0,0
547,NA,NA,NA,NA,0,0,130.212,0,3,1,2,3,2,6,5,6,3,0,0,0,0,100,4,2,4,2,3,3,1,3,1,2,3,4,2,3,1,4,5,1,5,2,3,2,3,1,1994,"man","","white","",2,3,"","Because I'm extremely poor.","",2,27,1,1,3,2,3,3.45454545454545,2,2,0,0
548,NA,NA,NA,NA,7.584,104.982,106.014,36,3,1,2,2,2,5,5,5,5,0,0,0,0,100,3,1,3,1,3,1,1,1,3,1,2,1,1,2,2,2,3,1,3,1,3,4,4,4,1993,"man","","white","",5,6,"","I don't believe the charities listed are necessarily effective","",2,28,1,1,3,3,3.14285714285714,2.45454545454545,1.2,4,0,0
549,0,0,363.044,0,NA,NA,NA,NA,2,2,1,3,1,7,4,5,5,0,0,70,0,30,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,3,2,1,2,1,2,5,5,6,1991,"woman","","white","",4,11,"I didn't need it","","none",1,30,1,1,4,3,3.42857142857143,1.81818181818182,1,5.33333333333333,70,1
550,NA,NA,NA,NA,139.201,139.201,139.342,1,3,1,1,1,1,6,6,7,1,100,0,0,0,0,4,1,3,1,4,1,1,1,3,2,1,4,1,2,1,3,4,1,3,1,4,6,6,6,1975,"woman","","white","",4,10,"its nice to do","","na",2,46,1,1,2,1,1.85714285714286,3.27272727272727,1,6,100,1
551,6.857,133.928,134.612,6,NA,NA,NA,NA,2,1,1,2,1,5,6,5,4,50,50,0,0,0,3,2,1,2,1,1,1,1,2,2,1,2,1,2,3,2,3,2,1,1,2,2,1,2,2001,"woman","","white","",3,4,"I was given the option to, so I did.","","",1,20,1,0,2,3,2.57142857142857,1.90909090909091,1.5,1.66666666666667,100,1
552,38.207,96.309,103.787,4,NA,NA,NA,NA,2,1,6,4,6,5,5,6,5,0,0,0,0,100,3,3,3,2,2,3,2,4,3,3,3,2,3,3,4,4,3,3,2,3,3,4,4,4,2000,"woman","","asian","",3,8,"","i dont think $1 is a lot to be donated","",1,21,1,0,3,2,4.42857142857143,2.81818181818182,3,4,0,0
553,77.859,92.867,101.367,2,NA,NA,NA,NA,2,1,3,3,3,5,5,5,5,0,0,0,0,100,3,1,2,1,3,1,1,1,3,3,1,3,1,3,1,3,3,2,2,1,3,5,3,6,1967,"man","","white","",3,11,"","like to donate to local charities","none now",1,54,1,0,3,3,3.57142857142857,2.81818181818182,1.1,4.66666666666667,0,0
554,0,0,103.826,0,NA,NA,NA,NA,2,1,2,2,2,3,5,5,3,0,0,0,100,0,2,1,2,1,2,1,1,1,2,1,1,4,1,2,1,1,3,1,2,1,3,2,2,2,1959,"man","","white","",5,8,"Timely need","","",1,62,1,0,3,3,2.57142857142857,2.18181818181818,1,2,100,1
555,NA,NA,NA,NA,34.68,74.005,115.883,2,3,1,1,2,1,6,5,6,5,0,100,0,0,0,3,2,2,1,2,2,1,1,2,1,1,3,1,2,1,2,3,1,2,1,3,2,2,2,1985,"woman","","white","",5,13,"It's bonus money, so I feel like it's not really mine anyway. ","","",2,36,1,1,3,2,2.85714285714286,2.27272727272727,1.2,2,100,1
556,0,0,272.1,0,NA,NA,NA,NA,2,2,5,4,4,6,4,5,4,100,0,0,0,0,3,1,3,1,3,1,1,1,3,5,2,3,1,3,1,3,3,2,3,1,3,1,1,1,1993,"man","","white","",4,6,"Why not? ","","",1,28,1,1,4,3,4.28571428571429,3.18181818181818,1.2,1,100,1
557,NA,NA,NA,NA,0,0,123.084,0,3,1,1,1,1,5,7,6,3,0,0,0,0,100,4,2,5,1,4,1,1,1,5,4,1,4,1,5,1,3,4,1,4,1,5,5,5,5,1984,"man","","latinx","",3,9,"","I do not support the charities that were offered. I believe in causes for children. ","",2,37,1,1,1,2,2,4.27272727272727,1.1,5,0,0
559,NA,NA,NA,NA,35.164,102.212,103.122,3,3,1,1,1,5,6,5,5,1,0,0,0,100,0,4,1,2,1,2,1,1,1,3,3,1,3,1,3,1,4,4,1,3,1,2,2,2,2,1997,"man","","white","",4,14,"They could use the two dollars more than I do","","",2,24,1,1,3,3,2.85714285714286,3,1,2,100,1
560,NA,NA,NA,NA,100.113,151.083,152.545,7,3,1,1,1,1,6,6,6,4,0,0,0,0,100,4,1,1,1,2,1,1,1,3,1,1,4,1,1,1,4,4,1,2,1,3,5,5,5,1956,"man","","white","",4,5,"","Other than the brief descriptions given, I'm not familiar with any of the charities mentioned.","Interesting. Thank you!",2,65,1,1,2,2,2.42857142857143,2.63636363636364,1,5,0,0
562,NA,NA,NA,NA,0,0,111.311,0,3,1,1,1,1,4,6,7,2,0,0,0,0,100,3,1,2,1,2,1,1,1,1,2,1,3,1,3,1,3,3,3,3,1,2,1,1,1,1999,"other","nonbinary","white","",4,3,"","This is part of my income and I need the money. The dollar very well might help me more than a charity, relatively. ","",2,22,1,1,2,1,1.71428571428571,2.45454545454545,1.2,1,0,0
563,NA,NA,NA,NA,0,0,118.977,0,3,1,2,2,3,5,5,5,5,0,0,0,100,0,3,1,1,2,3,2,1,1,2,2,2,2,1,3,1,2,3,1,2,1,2,4,3,5,1986,"man","","white","",4,12,"Social pressure of feeling like I'd be judged for not doing so. It was extra money I wasn't planning on getting when doing the survey, so that made the decision easier.","","",2,35,1,1,3,3,3.28571428571429,2.27272727272727,1.3,4,100,1
565,10.408,54.153,186.381,3,NA,NA,NA,NA,2,2,1,2,2,4,4,5,5,20,10,10,0,60,5,1,3,1,4,1,1,1,4,3,1,4,1,4,1,3,5,1,4,1,4,3,3,2,1961,"man","","white","",4,6,"made me feel good","","",1,60,1,1,4,3,3,3.90909090909091,1,2.66666666666667,40,1
566,2.671,83.151,102.339,12,NA,NA,NA,NA,2,1,7,6,7,7,7,6,7,50,20,10,10,10,4,1,3,1,2,1,1,3,4,3,1,1,1,4,1,3,4,1,3,1,3,2,2,2,2000,"man","","white","",2,2,"I like helping and supporting charity.","","",1,21,1,0,1,2,5.28571428571429,3.09090909090909,1.2,2,90,1
567,0,0,159.462,0,NA,NA,NA,NA,2,2,6,6,3,6,4,4,6,50,24,26,0,0,2,1,2,1,3,1,1,1,3,3,1,4,1,3,1,3,4,1,3,1,3,6,6,6,1956,"woman","","white","",3,4,"Because I didn't need it for myself.","","",1,65,1,1,4,4,5,3,1,6,100,1
568,48.718,90.376,104.428,5,NA,NA,NA,NA,2,1,6,5,4,5,5,5,6,0,41,0,59,0,4,1,2,1,4,1,1,1,3,4,1,3,1,3,1,3,2,1,3,1,3,4,4,4,1994,"woman","","asian","",4,8,"helping others is good","","",1,27,1,0,3,3,4.57142857142857,3.09090909090909,1,4,100,1
569,64.245,189.024,191.741,25,NA,NA,NA,NA,2,1,7,4,4,7,2,2,7,0,0,0,0,100,4,1,3,1,5,1,1,1,5,4,1,5,1,3,1,4,5,1,3,1,5,4,4,4,1953,"woman","","white","",5,2,"","I’m retired and can use the extra money","",1,68,1,0,6,6,5.85714285714286,4.18181818181818,1,4,0,0
570,NA,NA,NA,NA,0,0,203.065,0,3,1,3,4,4,4,6,6,3,25,25,25,25,0,3,4,2,4,2,3,1,3,2,2,4,4,3,2,4,2,2,5,3,3,3,1,1,1,1985,"man","","white","",5,7,"They are all causes that need help","","",2,36,1,1,2,2,3.14285714285714,2.45454545454545,3.4,1,100,1
572,NA,NA,NA,NA,2.353,110.743,113.324,62,3,1,2,1,1,5,6,7,2,0,0,0,0,100,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,7,7,7,1980,"woman","","white","",3,4,"","Because I could really use the money.","",2,41,1,1,2,1,2,1.18181818181818,1,7,0,0
573,NA,NA,NA,NA,0,0,116.599,0,3,1,1,1,2,5,5,4,4,0,0,0,0,100,3,1,1,1,1,2,1,1,1,1,3,1,3,1,2,1,4,2,2,1,1,5,3,7,1991,"man","","white","",4,4,"","I need it for medical expenses","",2,30,1,1,3,4,2.85714285714286,1.54545454545455,1.7,5,0,0
574,NA,NA,NA,NA,3.885,3.885,137.03,1,3,1,1,2,3,6,7,7,3,10,10,10,20,50,5,1,3,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,4,1,4,1,1,1,1988,"man","","white","",3,6,"I felt like simply giving back","","",2,33,1,1,1,1,2.42857142857143,4.63636363636364,1,1,50,1
575,7.874,189.964,254.527,17,NA,NA,NA,NA,2,2,1,1,1,7,1,1,7,10,0,10,0,80,3,1,1,1,3,1,1,1,3,3,3,3,1,3,1,3,3,1,2,1,3,4,4,4,2002,"woman","","white","",1,7,"Because it makes me feel good giving to others.","","",1,19,1,1,7,7,4.42857142857143,2.72727272727273,1.2,4,20,1
576,NA,NA,NA,NA,0,0,120.383,0,3,1,2,3,4,5,6,5,5,0,0,0,0,100,2,1,1,1,2,1,1,1,1,1,2,2,1,1,3,1,3,2,2,1,2,1,1,1,1994,"woman","","white","",5,3,"","A few cents as a donation doesn't seem worth it in comparison to adding a dollar to the task payment!","",2,27,1,1,2,3,3.42857142857143,1.63636363636364,1.4,1,0,0
577,NA,NA,NA,NA,53.284,204.05,249.07,9,3,1,2,2,3,5,4,5,5,25,20,25,30,0,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,3,3,1,2,1,2,4,4,5,1991,"man","","white","",1,10,"I'm satisfied with getting $2 from this survey, $3 wouldn't be that much better, better to spend it on people who are more in need","","",2,30,1,1,4,3,3.42857142857143,2.09090909090909,1.4,4.33333333333333,100,1
578,8.573,77.499,109.948,16,NA,NA,NA,NA,2,2,4,4,4,4,4,4,4,0,0,0,0,100,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,2,4,4,4,1986,"man","","white","",2,2,"","because i can use the money","",1,35,1,1,4,4,4,1.54545454545455,1,4,0,0
579,NA,NA,NA,NA,70.831,86.926,222.346,5,3,1,1,1,1,2,5,5,1,0,0,0,0,100,2,1,2,2,4,1,1,1,1,3,1,2,1,2,1,5,4,1,3,1,2,6,6,7,1996,"woman","","white","",4,8,"","I have already donated to COVID relief","",2,25,1,1,3,3,1.71428571428571,2.72727272727273,1.1,6.33333333333333,0,0
580,96.421,151.052,234.406,2,NA,NA,NA,NA,2,1,2,2,2,6,4,5,6,0,100,0,0,0,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,3,3,1,1,1,2,1,1,1,1968,"man","","white","",5,11,"While I'm not rich or powerful, or even well respected for that matter, I have a good life. A roof over my head, a stocked pantry and people who love me. God knows there are others who can use that money more than I can. That is why I gave. ","","",1,53,1,0,4,3,3.57142857142857,1.72727272727273,1,1,100,1
581,NA,NA,NA,NA,0,0,144.144,0,3,1,3,3,3,6,6,6,6,0,0,0,10,90,5,2,4,1,4,2,1,1,4,5,1,5,1,5,1,5,4,1,5,1,4,5,5,6,1999,"man","","white","",3,3,"to not feel guilty","","",2,22,1,1,2,2,3.57142857142857,4.54545454545455,1.2,5.33333333333333,10,1
582,0,0,188.84,0,NA,NA,NA,NA,2,2,2,2,2,6,5,5,3,0,0,0,100,0,4,1,4,1,4,1,1,1,3,3,1,4,2,4,1,4,4,1,4,1,4,5,4,5,1962,"woman","","white","",5,12,"It was a very worthy cause, ","","",1,59,1,1,3,3,3,3.81818181818182,1.1,4.66666666666667,100,1
583,0,0,181.037,0,NA,NA,NA,NA,2,1,4,6,4,6,5,6,6,100,0,0,0,0,2,1,1,1,2,1,1,1,2,2,1,5,1,2,1,2,5,1,3,1,4,5,6,6,1961,"woman","","white","",3,7,"It's a good cause.","","none",1,60,1,0,3,2,4.42857142857143,2.72727272727273,1,5.66666666666667,100,1
584,0,0,104.689,0,NA,NA,NA,NA,2,2,5,4,2,6,5,5,6,0,0,0,0,100,4,1,4,2,4,1,1,2,4,3,2,5,1,4,1,5,5,2,5,1,4,7,7,7,1989,"woman","","white","",3,4,"","I could really use the extra money right now. I have been out of work for a while","thank you for including me in this study ",1,32,1,1,3,3,4.14285714285714,4.27272727272727,1.4,7,0,0
585,NA,NA,NA,NA,0,0,177.804,0,3,1,1,1,1,4,7,7,1,0,100,0,0,0,3,1,3,1,4,1,1,1,4,3,1,4,1,3,1,4,5,1,3,1,3,4,4,5,1973,"woman","","white","",4,5,"because if everyone gives a little, maybe we can do someone's life better","","Thank you for the opportunity!",2,48,1,1,1,1,1.42857142857143,3.54545454545455,1,4.33333333333333,100,1
586,10.621,102.361,110.939,8,NA,NA,NA,NA,2,1,6,2,1,7,4,6,6,5,10,15,50,20,4,1,4,1,2,2,1,1,4,3,2,3,2,3,1,4,4,1,3,1,3,1,1,1,1979,"man","","white","",5,8,"To help if possible","","No",1,42,1,0,4,2,4,3.36363636363636,1.3,1,80,1
588,NA,NA,NA,NA,0,0,150.405,0,3,1,2,1,1,5,5,4,5,0,0,0,0,100,4,1,4,1,4,1,1,1,3,5,1,5,1,3,1,4,4,1,4,1,5,6,6,6,1989,"man","","white","",5,7,"","I would rather donate money to charities on my own so I trust it gets allocated correctly.","",2,32,1,1,3,4,3,4.09090909090909,1,6,0,0
590,1.098,160.416,203.328,4,NA,NA,NA,NA,2,1,5,5,6,4,4,6,4,0,0,0,14,86,2,3,3,4,4,4,3,3,4,4,3,3,4,5,4,3,5,4,3,2,3,5,5,5,1997,"man","","white","",4,11,"because some need it more than me","","",1,24,1,0,4,2,4.28571428571429,3.54545454545455,3.4,5,14,1
591,0,0,210.149,0,NA,NA,NA,NA,2,2,3,4,3,5,5,5,6,0,0,0,0,100,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,3,2,2,2,1987,"man","","white","",3,1,"","This is my only source of income at the moment","",1,34,1,1,3,3,3.85714285714286,1.90909090909091,1,2,0,0
592,9.026,105.969,107.641,6,NA,NA,NA,NA,2,2,5,4,2,6,4,4,5,0,10,0,10,80,4,2,1,2,1,2,2,2,1,1,3,3,2,2,2,1,3,2,2,3,2,2,2,2,1971,"other","gender flexible","white","",5,3,"those are the charities I feel need the most support","","",1,50,1,1,4,4,4.28571428571429,1.90909090909091,2.2,2,20,1
593,9.235,9.235,122.227,1,NA,NA,NA,NA,2,2,3,3,3,5,4,4,5,20,10,10,10,50,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1997,"other","Agender","white","",4,10,"Some people are far more deserving of money than I am.","","n/a",1,24,1,1,4,4,3.85714285714286,1.72727272727273,1,1.66666666666667,50,1
594,NA,NA,NA,NA,0,0,105.426,0,3,1,1,1,2,1,7,7,1,0,0,0,0,100,4,1,4,1,3,1,1,1,4,3,1,3,1,3,1,4,4,1,4,1,4,4,4,4,1980,"woman","","white","",3,4,"","i choose to donate my time to specific causes rather than money","",2,41,1,1,1,1,1.14285714285714,3.63636363636364,1,4,0,0
595,64.416,109.368,109.919,4,NA,NA,NA,NA,2,2,2,5,5,6,5,6,6,100,0,0,0,0,1,2,1,2,1,1,1,3,1,1,5,1,1,1,1,1,1,1,1,1,1,6,6,6,1999,"man","","asian","",3,9,"I had no choice.","","The prompt said the donation was optional but I could not continue until I donated.",1,22,1,1,3,2,4.14285714285714,1,1.8,6,100,1
596,NA,NA,NA,NA,0,0,181.821,0,3,1,2,3,3,5,5,6,3,0,0,0,0,100,4,1,2,1,3,1,1,1,3,2,1,4,1,2,1,2,4,1,3,1,3,2,2,3,1975,"man","","white","",4,7,"","It is a small amount and would not make any difference.","",2,46,1,1,3,2,3,2.90909090909091,1,2.33333333333333,0,0
597,NA,NA,NA,NA,0,0,154.248,0,3,1,1,1,2,6,7,7,5,20,20,20,20,20,4,1,1,1,1,1,1,1,1,1,1,5,1,4,1,4,5,1,5,1,3,2,2,NA,1992,"man","","white","",4,9,"it a good thing to do","","",2,29,1,1,1,1,2.42857142857143,3.09090909090909,1,NA,80,1
598,NA,NA,NA,NA,0,0,120.457,0,3,1,1,1,4,5,6,5,3,0,50,0,50,0,1,3,2,1,2,1,1,1,1,1,1,3,1,1,3,2,2,1,1,1,3,2,2,3,2002,"woman","","asian","",3,4,"They need the bonus more than I do","","",2,19,1,1,2,3,2.71428571428571,1.72727272727273,1.4,2.33333333333333,100,1
599,NA,NA,NA,NA,143.419,143.419,146.169,1,3,1,2,3,3,4,5,5,4,25,0,0,0,75,3,2,3,2,2,2,2,2,3,3,4,4,3,3,2,4,4,2,3,2,3,4,4,4,1986,"woman","","white","",5,2,"Because it's a nice thing to do","","none",2,35,1,1,3,3,3.14285714285714,3.18181818181818,2.3,4,25,1
600,NA,NA,NA,NA,135.673,135.673,138.951,1,3,1,1,4,1,6,6,7,6,0,0,0,0,100,1,1,1,2,1,4,1,1,1,1,2,3,3,1,1,1,3,2,2,1,1,2,4,1,1978,"man","","white","",5,8,"","I just want the bonus for myself now. In future, I would probably donate and I did it before so I did not feel guilty for not donating today.","",2,43,1,1,2,1,3,1.45454545454545,1.8,2.33333333333333,0,0
601,0,0,178.006,0,NA,NA,NA,NA,2,2,1,1,1,6,6,6,2,0,100,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1998,"man","","white","",3,4,"because out of everyone the most people who are affected are the homeless majority of the population is considered homeless","","none",1,23,1,1,2,2,2.14285714285714,1,1,4,100,1
602,21.864,142.84,145.197,13,NA,NA,NA,NA,2,2,1,1,1,4,6,6,1,0,0,0,100,0,4,1,3,1,4,1,1,1,4,3,1,4,1,4,2,4,4,2,3,1,3,1,1,1,1974,"woman","","latinx","",5,10,"we live in a society. Kindness is paramount ","","",1,47,1,1,2,2,1.71428571428571,3.63636363636364,1.2,1,100,1
603,0,0,231.846,0,NA,NA,NA,NA,2,2,6,6,2,7,2,3,6,0,0,0,0,100,3,1,1,1,4,1,1,1,3,3,2,3,1,2,1,4,4,1,4,1,3,2,2,2,1984,"woman","","white","",4,7,"","I figured one dollar wouldn't make much difference to a charity anyway.","",1,37,1,1,6,5,5.42857142857143,3.09090909090909,1.1,2,0,0
604,NA,NA,NA,NA,8.333,37.532,314.713,9,3,1,7,2,7,7,7,7,4,0,0,0,0,100,3,1,1,1,3,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,1,7,5,7,1987,"man","","white","",2,6,"","I wasn't very passionate about any of the causes presented. ","",2,34,1,1,1,1,4.14285714285714,1.90909090909091,1,6.33333333333333,0,0
606,0,0,111.12,0,NA,NA,NA,NA,2,1,1,2,1,5,6,5,3,0,0,0,0,100,3,1,2,1,3,1,1,1,1,3,1,4,1,2,1,3,4,1,2,1,3,2,2,2,1996,"woman","","black","",5,11,"","","",1,25,1,0,2,3,2.42857142857143,2.72727272727273,1,2,0,0
607,0,0,117.884,0,NA,NA,NA,NA,2,2,4,3,3,6,5,5,5,0,10,10,10,70,3,1,1,1,1,1,1,1,2,1,3,2,2,1,1,1,3,2,1,1,2,2,1,2,1990,"woman","","white","",5,8,"The ones that seemed worthy deserved some and it was extra on top of what I was getting","","",1,31,1,1,3,3,3.85714285714286,1.63636363636364,1.4,1.66666666666667,30,1
608,0,0,120.933,0,NA,NA,NA,NA,2,1,1,1,1,6,5,6,5,20,20,20,20,20,4,1,3,1,5,2,1,1,4,4,1,3,1,4,1,3,3,1,3,1,5,1,1,1,1978,"man","","white","",4,11,"As much as I need the extra money myself, this is an easy way to keep generousity in my spirit alive.","","I don't like that question that allows people to feel good about themselves by saying they're socially liberal and then still maintaining ""economic"" or ""fiscal"" conservativism. You can't say Black Live Matter but support policies that further economic disparities among rich and poor of all classes.",1,43,1,0,3,2,2.71428571428571,3.72727272727273,1.1,1,80,1
609,9.269,83.866,120.846,4,NA,NA,NA,NA,2,3,3,2,4,5,6,4,5,15,15,1,15,54,4,2,3,2,2,3,1,1,3,2,1,3,3,2,3,2,4,2,1,1,3,4,4,4,2002,"man","","latinx","",2,1,"I would like to help even if it's just a little bit.","","",1,19,1,0,2,4,3.57142857142857,2.63636363636364,1.9,4,46,1
610,NA,NA,NA,NA,0,0,114.849,0,3,1,1,3,2,5,6,6,1,0,0,0,0,100,4,1,3,1,4,1,1,1,2,3,1,4,1,3,1,4,4,1,3,1,4,6,5,6,1992,"woman","","white","",5,9,"","I like to choose the charities I give to myself","",2,29,1,1,2,2,2.28571428571429,3.45454545454545,1,5.66666666666667,0,0
612,0,0,101.283,0,NA,NA,NA,NA,2,2,5,2,1,5,5,5,4,0,0,0,0,100,4,1,2,1,3,1,1,1,3,3,1,4,1,3,1,3,4,1,2,1,5,1,1,1,1992,"man","","latinx","",3,5,"","COVID based financial hardship","",1,29,1,1,3,3,3.28571428571429,3.27272727272727,1,1,0,0
613,3.577,90.627,107.696,15,NA,NA,NA,NA,2,2,3,3,2,5,4,4,5,0,0,0,0,100,4,1,4,1,5,1,1,1,4,4,1,5,1,4,1,5,5,1,4,1,4,4,4,4,1981,"man","","asian","",4,11,"","It would help me more than those organizations","",1,40,1,1,4,4,3.71428571428571,4.36363636363636,1,4,0,0
614,NA,NA,NA,NA,0,0,101.812,0,3,1,2,2,1,6,6,6,2,0,100,0,0,0,3,1,2,1,2,1,1,1,3,2,1,1,1,3,1,1,3,1,3,1,3,3,2,3,2002,"man","","asian","",3,14,"It was a very easy chance to donate. ","","",2,19,1,1,2,2,2.42857142857143,2.36363636363636,1,2.66666666666667,100,1
615,0,0,176.024,0,NA,NA,NA,NA,2,2,2,3,2,7,5,5,5,10,10,15,15,50,3,2,3,1,2,1,1,1,3,2,1,3,1,3,2,4,3,2,2,1,3,4,3,4,1992,"woman","","latinx","",5,8,"It felt good to help people that are in need","","",1,29,1,1,3,3,3.57142857142857,2.81818181818182,1.3,3.66666666666667,50,1
616,590.492,592.289,618.328,4,NA,NA,NA,NA,2,1,5,1,2,3,6,6,5,0,0,0,0,100,3,1,3,1,5,2,1,1,3,3,1,4,1,3,1,4,4,2,3,1,2,2,2,2,1998,"woman","","asian","",4,2,"","I needed the money","",1,23,1,0,2,2,2.85714285714286,3.36363636363636,1.2,2,0,0
617,NA,NA,NA,NA,0,0,124.683,0,3,1,1,4,6,4,6,7,3,56,12,14,14,4,2,1,1,1,1,1,2,1,2,2,4,4,1,1,2,4,5,2,2,2,4,1,1,2,1983,"woman","","white","",5,11,"to help other causes","","",2,38,1,1,2,1,3,2.54545454545455,1.7,1.33333333333333,96,1
619,0,0,102.599,0,NA,NA,NA,NA,2,2,3,1,1,6,5,4,4,0,0,0,0,100,2,1,2,1,2,1,1,1,1,1,2,3,1,2,2,3,3,1,2,1,2,4,3,5,1994,"man","","white","",4,3,"","I don't want to spend my life following others' dreams, building others' wealth, and achieving others' goals. I need to retire as soon as possible so I have autonomy and freedom. Once I'm doing better financially, I might reconsider.","",1,27,1,1,3,4,3.14285714285714,2.09090909090909,1.2,4,0,0
620,NA,NA,NA,NA,92.045,97.533,101.144,2,3,1,4,4,2,3,5,4,2,18,20,20,24,18,3,1,1,1,3,1,1,1,2,3,1,1,1,3,1,3,3,1,3,1,3,2,2,2,1997,"woman","","asian","",3,8,"I like donating","","",2,24,1,1,3,4,3.14285714285714,2.54545454545455,1,2,82,1
621,NA,NA,NA,NA,5.949,115.271,117.875,3,3,1,1,2,1,3,6,3,1,25,25,25,25,0,3,2,3,1,2,1,1,1,2,3,1,4,1,3,1,4,4,2,3,1,3,2,2,3,1982,"man","","white","",3,8,"For a good cause and I was already compensated for the survey.","","thanks hope the money helps",2,39,1,1,2,5,2.14285714285714,3.09090909090909,1.2,2.33333333333333,100,1
622,NA,NA,NA,NA,0,0,247.637,0,3,1,1,1,3,5,5,7,2,0,0,0,50,50,2,1,1,1,2,1,1,1,2,1,1,4,1,1,1,2,5,1,3,1,3,2,2,3,1983,"man","","asian","",3,5,"Because it's a worthy cause and first on the list.","","",2,38,1,1,3,1,2.28571428571429,2.36363636363636,1,2.33333333333333,50,1
623,0,0,120.9,0,NA,NA,NA,NA,2,1,3,4,1,5,5,6,5,20,30,20,30,0,3,3,2,2,1,2,3,2,2,1,2,2,4,2,4,2,3,3,1,3,2,2,2,3,1990,"woman","","white","",3,8,"because other people need it more than I do","","",1,31,1,0,3,2,3.28571428571429,1.90909090909091,2.8,2.33333333333333,100,1
624,NA,NA,NA,NA,0,0,155.648,0,3,1,2,2,3,6,6,6,4,25,25,0,0,50,4,1,1,1,3,1,1,1,4,3,1,3,1,2,1,2,5,1,2,1,3,2,1,2,2001,"man","","white","",2,9,"If everyone taking the survey donates a small amount it will end up being substantial.","","",2,20,1,1,2,2,3,2.90909090909091,1,1.66666666666667,50,1
625,NA,NA,NA,NA,0.888,94.869,106.791,48,3,1,2,2,2,6,6,6,5,0,0,0,0,100,3,1,2,1,2,1,1,2,3,3,1,3,1,1,1,2,3,1,1,2,3,5,5,7,1982,"man","","asian","",3,1,"","I want to","",2,39,1,1,2,2,3,2.36363636363636,1.2,5.66666666666667,0,0
